x,y
5.846018207753742146e+00,1.178247586040402695e+01
3.931512701726825654e+00,1.127345135478032923e+01
4.177688093624547072e+00,1.165804761986114180e+01
6.088948996546347026e+00,1.132797681331311956e+01
4.136034351171727685e+00,1.150250985434878537e+01
4.974688786005941665e+00,1.044556175769724682e+01
5.089142196726373690e+00,9.670831117014238032e+00
5.694632062842758913e+00,1.032638853766940557e+01
5.520943140876600985e+00,1.121907142255585832e+01
3.681854428360595399e+00,1.086202954714705626e+01
6.239195611875611114e+00,1.244581449711562904e+01
4.522061611812274506e+00,1.210423050137469936e+01
3.716000047964760356e+00,1.110544578077359645e+01
6.118357525092433136e+00,1.013182345071777313e+01
5.431113627770215224e+00,1.059776045443315162e+01
6.172875498725839627e+00,1.029682550815426190e+01
5.962878877364311769e+00,1.179712472261418021e+01
3.363905569686007180e+00,1.068060860698676606e+01
5.924625586023424262e+00,1.180340421458841149e+01
5.028821136813692583e+00,1.051526435804917625e+01
3.535267975549180264e+00,1.021113427627711268e+01
6.532630652087060064e+00,1.188558231952369759e+01
6.915916299442370629e+00,1.033477442348376130e+01
4.515068894661077081e+00,1.067148430657730884e+01
5.591002979877996104e+00,1.073887425222502934e+01
2.879777440109883013e+00,9.174063187297107902e+00
3.856947259007435402e+00,1.305032698972649818e+01
8.289621386942146231e+00,1.134929382982468304e+01
4.375364846457988399e+00,1.021668150013309884e+01
4.537406581387170235e+00,9.755143701860596650e+00
3.983362475410790804e+00,1.206399576151606468e+01
6.381883545186664008e+00,1.220419460918305532e+01
4.775241002708175309e+00,1.214847699239346923e+01
5.459130002505334645e+00,1.143392493536401311e+01
4.328844224610480573e+00,1.074141244712962440e+01
7.253571917572513073e+00,1.101234561541564894e+01
5.545173919192568412e+00,1.000103868451200029e+01
4.088779456219775454e+00,1.140519828594277207e+01
5.611550020097079816e+00,1.132808567717113490e+01
3.849295982716554043e+00,8.801338213402299715e+00
8.175880635712358568e+00,1.096298382953906270e+01
4.449700419084082093e+00,1.079754066381287636e+01
5.853513048066066204e+00,1.023543308073969804e+01
5.749575358819098980e+00,9.858490517822895427e+00
5.427628927734184927e+00,1.232381402890590572e+01
5.174274510869473431e+00,1.193757639640892698e+01
4.241365584666064947e+00,9.859946102978240035e+00
4.921150016484133971e+00,1.182203005290658560e+01
1.028316997027445012e+01,1.162631895704588025e+01
5.709306999581857056e+00,1.307094468951328459e+01
5.138885565385693077e+00,1.056375535073535055e+01
6.591865694216405558e+00,1.041896877133040000e+01
3.826234613961155162e+00,9.648400976644660787e+00
5.532128759556302455e+00,1.041874678169619273e+01
2.401796985609874646e+00,1.285364446366813596e+01
6.687362519846120179e+00,1.062039251397642303e+01
3.612834044787304855e+00,1.436893281421668256e+01
4.940961238676504053e+00,1.069954159108823077e+01
3.238335655143392167e+00,9.625781639383538035e+00
3.201391480194340833e+00,8.975639296374005482e+00
5.475997946410529060e+00,9.621226080060402808e+00
3.641201104599502969e+00,1.212700839610041648e+01
4.015001473933311971e+00,1.426473787766194690e+01
4.882667106684728253e+00,1.271300067029636516e+01
4.402139061007963150e+00,1.101196647291743957e+01
6.706091647044050141e+00,8.814904284682056002e+00
5.818298270199166566e+00,1.338156197870866038e+01
5.438596808506320102e+00,8.928768686224188400e+00
6.146329740386750728e+00,1.078203887355192236e+01
5.646204994761789386e+00,1.160510922199958550e+01
6.830842846559014525e+00,1.080888880824180909e+01
6.363175705624185774e+00,1.046314354118396217e+01
5.709735992481595801e+00,1.138396663003031861e+01
4.747962206165349031e+00,1.154088363677907836e+01
3.793441051189253344e+00,1.186942248084253571e+01
6.835862754153349208e+00,1.382965435569752088e+01
3.700558616238930121e+00,9.807298956184874683e+00
8.668651957254441598e+00,1.194169813766237631e+01
5.242693409667756654e+00,1.171452330111149820e+01
5.277787247297034412e+00,1.217193274346675835e+01
2.805061479428390125e+00,1.012732017840551890e+01
4.768390940719451798e+00,1.277344394448220655e+01
4.985666733294956465e+00,1.109087192347383422e+01
3.045698068552336935e+00,1.025835300551147178e+01
7.939878591168376687e+00,1.201467005627071316e+01
4.789987290278078014e+00,1.274490374099667456e+01
1.676646647823298863e+00,1.117958239411737154e+01
7.015700054638017491e+00,9.542838072921895787e+00
4.169325752933155549e+00,1.116020249151837973e+01
5.149128786576596895e+00,1.224585727950226577e+01
2.130675939453904100e+00,1.011774206635323736e+01
6.377428722041387665e+00,1.036940942630151063e+01
4.408929840415851231e+00,9.518686374205820755e+00
5.370295232331244506e+00,1.104880496667193768e+01
4.448249163999966171e+00,9.524512720980629510e+00
4.217100235450818246e+00,9.741665378007846599e+00
4.870918037077943907e+00,1.108973966097084407e+01
4.561750371503879187e+00,1.358476614106031377e+01
7.353268505750754080e+00,1.094370161278996001e+01
4.535633381003242093e+00,1.254404192070593105e+01
7.877053075949316252e+00,1.054640877881741012e+01
3.028964797058929737e+00,1.114634144105659352e+01
4.625756645614209184e+00,1.173729068400233899e+01
4.539384938421675564e+00,1.066327855397662638e+01
6.012156297260047744e+00,1.151681131081674359e+01
3.926041265736517794e+00,1.168717545449415240e+01
5.908644793677227725e+00,1.079471034533519358e+01
6.489100399023073784e+00,1.149673101051046054e+01
6.639436213416063381e+00,1.113505899538462529e+01
4.475272318418401341e+00,1.226776595154072957e+01
6.175999358511255366e+00,1.220189287991710358e+01
5.803250826719141386e+00,1.166941104172355992e+01
3.208067224662029648e+00,8.794380765519651533e+00
5.404187217029170931e+00,1.080137843227715422e+01
5.254969101988791635e+00,1.192007982128588850e+01
6.721818806260632329e+00,1.180760636626271776e+01
6.127255595312899317e+00,1.214361595215401479e+01
3.601357345549733857e+00,1.195939951211376950e+01
4.089206907715760231e+00,9.970442860261590212e+00
4.643419782482826719e+00,9.844208524167880725e+00
4.021651048498594783e+00,1.167443621434849987e+01
5.619502908232846927e+00,9.308285322314178600e+00
6.072441831650743360e+00,1.179706803182511443e+01
4.584249538237628485e+00,1.170607371872515046e+01
6.716940123141138308e+00,1.173598820438794732e+01
4.803768416562384402e+00,1.131337103127786747e+01
5.873851171251208036e+00,1.173189174351453268e+01
5.982582285216516915e+00,1.362241892239677554e+01
4.415917530840252070e+00,1.124632184701969884e+01
1.963934174077422767e+00,1.221120629285497294e+01
4.425090554668434706e+00,1.158367035695558656e+01
4.764669299508623723e+00,1.158484225459209505e+01
4.034909140332713307e+00,1.067037910813188972e+01
6.893787970702323520e+00,1.027718298638700567e+01
6.947337055422092789e+00,9.433708218850531679e+00
6.097988857285953301e+00,1.199950740975149266e+01
4.039120558931688976e+00,1.204093298702541048e+01
5.402715583392423859e+00,1.053407819586638716e+01
6.721935928578393060e+00,1.059270989802156748e+01
4.670854272340661417e+00,1.023304512550106260e+01
